Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Snacks,2023,      Other Chocolate Confectionery,3,"Chocolate products that do not fall within the previous chocolate definitions are included eg chocolate lollipops, chocolate-flavoured lollipops, liquid chocolate, chocolate foam etc. This category also includes spread products that come with biscuits/cereal such as Nyam Nyam and Yan Yan."
Snacks,2023,    Gum,2,This is the aggregation of chewing and bubble gum.
Snacks,2023,      Bubble Gum,3,"Similar product to chewing gum but specifically marketed at children/adolescents, with blowing bubbles as the principal marketing theme. Both sugarised and sugar-free bubble gum are included. Leading global brands include Bubbaloo (Cadbury Schweppes), Hubba Bubba (Wrigley), Big Babol (Perfetti van Melle), Bubble Tape (Wrigley), Bubblicious (Cadbury Schweppes), Bubble Yum (Hershey), Bazooka (Cadbury Schweppes)."
Snacks,2023,      Chewing Gum,3,This is the aggregation of sugarised and sugar-free gum.
Snacks,2023,    Sugar Confectionery,2,"This is the aggregation of mints, boiled sweets, pastilles, gums, jellies and chews, toffees, caramels, nougat, medicated confectionery, lollipops, liquorice and other sugar confectionery."
Snacks,2023,      Boiled Sweets,3,"Any flavoured candies made from boiled sugar and resulting in hard or soft drops; mints and lollipops are excluded. Examples are fruit drops, acid drops and barley sugar. Soft boiled sweets, ie hard on the outside and soft or liquid in the middle are included. Leading global brands include Jolly Ranchers (Hershey), Life Savers (Wrigley), and Fruit-Flavoured Altoids (Wrigley)."
Snacks,2023,      Liquorice,3,"This covers liquorice flavoured products, principally in the form of boiled sweets and chews. Sometimes a product may have combined flavourings including liquorice, eg a boiled sweet or chew with a liquorice centre covered in a fruit glaze. Where this is the case, the product is to be considered as liquorice flavoured NOT as a chew or pastille. Liquorice sweets are derived from the black root extract of the same name and this has NO connection with alcohol at all. Liquorice mints are excluded (see mints). Leading examples include Twizzler (Hershey) and Panda (Oy Panda Ab)."
Snacks,2023,      Lollipops,3,"Any sweets (usually boiled sweets but not exclusively eg caramels) sold on sticks are included. Also includes lollipops containing a chewing gum or other confectionery centre (such as Tootsie Roll Pops). Leading global brands include Chupa Chups (Perfetti van Melle), Look-O-Look (Perfetti van Melle), Tootsie Roll Pops (Tootsie Roll)."
Snacks,2023,      Medicated Confectionery,3,"Any sugar confectionery product (not limited to sweets made from boiled sugar) containing herbs and/or plants extracts. Medicated mints fall into this subsector. Leading global brands include Halls (Mondelez International), Ricola (Ricola AG), Fisherman’s Friend (Lofthouse of Fleetwood)."
Snacks,2023,      Mints,3,This is the aggregation of standard and power mints.
Snacks,2023,        Power Mints,4,"These products are characterised by a strong mint taste which is due to the addition of ingredients such as xylitol and flavour enhancements and/or a much higher concentration of mint (ie much stronger than a standard mint). Power mints are also marketed as breath fresheners. In some countries, power mints are also known as minimints. Medicated mints eg Ricola (Ricola) and standard mints are excluded. Leading global brands include Smint (Chupa Chups), Frisk (Perfetti van Melle), Clorets Optimints (Cadbury Schweppes), and Altoids (Wrigley)."
Snacks,2023,        Standard Mints,4,"Any sweets flavoured with mint (spearmint, peppermint, etc) fall under the heading regardless of type or texture ie size, sugarised, sugar-free, soft, hard, etc. The sweets do not have a strong mint taste. Liquorice mints are included here. Medicated mints eg Ricola (Ricola) and power mints are excluded. Leading global brands include Tic Tac (Ferrero), Mentos Mint (Pefetti Van Melle), Trebor (Cadbury Schweppes), Clorets mints (Cadbury Schweppes), Certs (Cadbury Schweppes)."
Snacks,2023,"      Pastilles, Gummies, Jellies and Chews",3,"Any flavoured soft/chewy candies made from fruit juice boiled with sugar and gelatine. Jellied fruits are included. Pastilles, gums, jellies and chews containing liquorice or liquorice flavours are excluded; these are included in liquorice. Fruit roll-ups, fruit rippers, fruit winders and the like are also excluded (these are under fruit bars). Note: Pastilles which are tablets/small candies, though soft on the inside, are coated on the outside. The main difference between pastilles and chews/gums/jellies is that the latter does not have an outer covering. One of the clearest brand examples is fruit-flavoured Tic Tac (Ferrero). It is this hard-shell on the outside that differentiates pastilles from gums, jellies and chews. Leading global brands include Starburst (Mars), Y&S Twizzler in fruit flavours (Hershey), Skittles (Mars), Haribo (Haribo GmbH) and Mentos Fruit (Perfetti Van Melle)."
Snacks,2023,"      Toffees, Caramels and Nougat",3,"Toffee are hard, chewy candies made of brown sugar or molasses and butter or caramelized sugar cooled in thin sheets. Caramels are smooth chewy candies made with sugar, butter, cream or milk. Nougats are chewy confections made from a sugar or honey paste into which nuts and/or fruit are typically mixed. Note: Cadbury’s Choclairs or Cadbury’s Chocolate Eclairs are included here (these are not bagged selflines). Leading global brands include Werther’s Original (August Storck), Pearson Nips (Nestlé), Alpenliebe (Perfetti Van Melle)."
Snacks,2023,      Other Sugar Confectionery,3,"Any sugar confectionery product not included above, eg marshmallow or sweet liquid concentrates sold as candies, etc. Fruit roll-ups, fruit rippers, fruit winders and the like are excluded and tracked under fruit bars. Note that sweet popcorn is excluded. Halva products are also included. These products are usually made from ground sesame seeds (tahini) and honey, sometimes with the addition of chopped dried fruit and pistachio nuts. In countries such as Russia and Ukraine, however, the product is traditionally made from sunflower seeds instead of sesame. Other ingredients such as orange juice or chocolate are often added to the basic tahini and sugar base, resulting in a variety of flavours. Brand examples include Rot Front (Obiedinenye Konditery), Elsaada and Koska (Koska Elvacisi)."
Snacks,2023,  Ice Cream,1,"Ice cream is the aggregation of frozen yoghurt, impulse ice cream, unpackaged ice cream and take-home ice cream. Frozen desserts is included in the project Staples.
Includes: Non-dairy ice creams (for example, soy or rice-based products, as well as any other dairy-alternative ice creams), should be tracked alongside dairy ice cream in the relevant product subcategory. Rice and soy can be used as dairy substitutes in the manufacture of ice cream, but the product is still equivalent in terms of positioning/marketing and consumer target to standard dairy ice cream.
"
Snacks,2023,    Frozen Yoghurt,2,"Yoghurts, usually fruit flavoured, that are sold in a frozen format. Frozen yoghurt is usually sold alongside standard ice cream. Unpackaged frozen yoghurts and frozen fromage frais are also included here. Leading global brands include Dreyer's/Edy's (Dreyer's), Ben & Jerry's (Unilever), Yogen Früz (CoolBrands), Häagen-Dazs (Nestlé SA)."
Snacks,2023,    Impulse Ice Cream,2,This is the aggregation of single portion dairy and single portion water ice cream.
Snacks,2023,      Single Portion Dairy Ice Cream,3,"Packaged single portion ice cream bought to be consumed as a snack immediately or shortly after purchase. Product types include dairy based ice creams mainly sold in stick, cone or small cup/pot format and ice cream mochi/daifuku which contain a dairy filling. Combinations of water and dairy ice cream are also included here. Brand extensions of countlines (if dairy based) are also included. Note that soft serve ice cream from ice cream dispensing machines sold at foodservice outlets (e.g. fast food or ice cream parlours) is entirely excluded. Leading global brands include Magnum (Unilever), Cornetto (Unilever), Häagen-Dazs (General Mills Inc), Klondike (Unilever), Eskimo (Morinaga Milk Industry Co Ltd), Solero (Unilever), Yili (Inner Mongolia Yili Industrial Group Co Ltd), Drumstick (Nestlé SA), Kibon (Unilever), Wall’s (Unilever)."
Snacks,2023,      Single Portion Water Ice Cream,3,"Packaged single portion ice cream bought to be consumed as a snack immediately or shortly after purchase. Product types include water based ice creams mainly sold in stick, cone or small cup/pot format. Freeze pops and ice lollies are included. Please note that combinations of water and dairy ice cream are excluded and fall under dairy ice cream. Note that fast food ice cream (eg from McDonald’s or an ice cream parlour) and/or soft serve ice cream are wholly excluded. Leading global brands include Popsicle (Unilever), Glico (Ezaki Glico Co Ltd), Yili (Inner Mongolia Yili Industrial Group Co Ltd), Solero (Unilever), Wall’s (Unilver), Dole (Dole Foods Co)."
Snacks,2023,    Plant-based Ice Cream,2,"This category includes all products explicitly positioned as plant-based alternatives to dairy-based Ice Cream and Frozen Yoghurt. These products need to have a positioning in general terms toward free from dairy. The positioning in general terms first and foremost takes into consideration the general understanding of the product, but should be supported by at least one of the following;
1. Claim on pack or special highlighting of key ingredient 
2. Clear website positioning 
3. Commercials from no more than 18 months back from the research time. 
Plant-based Ice Cream and Plant-based Frozen Yoghurt include soy variants as well as other variants including almond, oat, coconut, rice, etc.
Note that any water-based ice cream that may be positioned as plant-based is not considered to be a direct alternative to dairy ice cream. As such it falls under water-based ice cream; not in this category.
"
Snacks,2023,    Unpackaged Ice Cream,2,"Unpackaged ice cream covers ice cream that is not pre-packaged prior to being sold to the consumers. It is generally bought from independent farm shops and other retail food specialists (such as retail bakery or confectionery specialists). It also includes ice cream bought from foodservice outlets. Unpackaged ice cream foodservice includes all sales of unpackaged ice cream from foodservice outlets whether they make their own ice cream or buy it unpackaged. Ice cream parlours, either chained or independent, are considered as foodservice outlets. For example, a Haagen-Dazs foodservice outlet which sells scoops of ice cream would not be included in retail value and volume sizes, it would only be included in foodservice volume sales. In retail channels, these products are largely unbranded, so company/brand shares should be 100% artisanal. As a result they are mostly produced on the site of purchase. They can be bought either for impulse or take-home consumption. Foodservice sales are defined as sales to foodservice outlets. However, for foodservice unpackaged ice cream, this does not always apply as the ice cream may be made on-site, in which case an exception is made here. Ice cream products are included regardless of type (frozen yoghurt, water or dairy based) or size (individual portion or multipacks). For this category, sales of ice cream are included regardless of the place/location it is eaten (on-site, on the go or at home)."
Snacks,2023,    Take-Home Ice Cream,2,This is the aggregation of take-home dairy ice cream and take-home water ice cream
Snacks,2023,      Take-Home Dairy Ice Cream,3,"This is the aggregation of bulk dairy ice cream, ice cream desserts and multi-pack dairy ice cream."
Snacks,2023,        Bulk Dairy Ice Cream,4,"Dairy based ice cream packaged in tubs (mostly in containers/tubs between around 500ml-5 litres), usually purchased in grocery outlets and taken home to be consumed as a dessert (or snack) at a later date/time. Smaller tubs usually contain premium ice cream (such as Häagen-Dazs or Ben and Jerry’s) whereas standard or economy dairy based ice cream is usually packaged in larger containers. Note: Nestlé Crunch Ice Cream Nuggets and similar such products are also included here. The product consists of single ice cream portions packaged in a tub, for later consumption at home. The tub sizes are also similar to bulk ice cream and shout not go into multi-pack ice cream. Multi-pack ice cream consists of units that can be sold individually as well, which is not the case for these products. Leading global brands include Dreyer's/Edy's (Dreyer's), Breyers (Unilever Group), Ben & Jerry's (Unilever Group), Carte d’Or (Unilever Group), Häagen-Dazs (Nestlé SA), Blue Bell (Blue Bell Creameries)."
Snacks,2023,        Ice Cream Desserts,4,"Industrially prepared and packaged ice cream based desserts; typically “Viennetta like”. Rather than bulk ice cream in a tub, ice cream desserts are typically sliced like a cake. Ice cream cakes are also included here. Leading global brands include Viennetta (Unilever), Mystère (Nestlé), After Eight (Nestlé), Carvel (Carvel Corp)."
Snacks,2023,        Multi-Pack Dairy Ice Cream,4,"Single portion dairy ice cream where several units are packaged together (typically by three or more) for consumption at a later date/time. Leading global brands include Magnum (Unilever), Klondike (Unilever), Cornetto (Unilever), Drumstick (Nestlé), Eskimo (Morinaga Milk Industry Co Ltd), Blue Bunny (Wells’ Dairy), Häagen-Dazs (General Mills Inc)."
Snacks,2023,      Take-Home Water Ice Cream,3,This is the sum of multi-pack water ice cream and bulk water ice cream.
Snacks,2023,        Bulk Water Ice Cream,4,"Packaged water based ice cream and marketed as an ice cream dessert, typically sorbets. Most brands are identical to take-home dairy ice cream except for the product therein. Recent product developments like Gran Soleil (Ferrero) are also included here. Please note that combinations of water and dairy ice cream are excluded from here and should be captured under dairy-based ice cream. Leading global brands include Dreyer's/Edy's (Dreyer's), Carte d'Or (Unilever), Häagen-Dazs (Nestlé), Milkmade/La Lechera/La Laitière (Nestlé), Whole Fruit Sorbet (CoolBrands International)."
Snacks,2023,        Multi-Pack Water Ice Cream,4,"Single portion water ice cream where several units are packaged together (typically by three or more) for consumption at a later date/time. Leading global brands include Popsicle (Unilever), Ice Screamers (Nestlé), Dole (Dole Food Co Inc), Fudgesicle (Unilever), Solero (Unilever), Blue Bunny (Wells’ Dairy Inc), Nestlé Kids (Nestlé)."
Snacks,2023,  Savoury Snacks,1,"This is the aggregation of chips/crisps, extruded snacks, tortilla/corn chips, popcorn, pretzels, nuts and other sweet and savoury snacks"
Snacks,2023,"    Nuts, Seeds and Trail Mixes",2,"This includes nuts, usually processed by either cooking in oil or dry roasting. Raw de-shelled nuts sold as snacks are also included here. Often salted and always pre-packed in either tins, cartons, foil or plastic laminated pouches or some other packaging type. Product varieties include peanuts, cashews, mixed nuts and a variety of specialised products, including almonds and pistachios. Seed snacks (e.g. sunflower seeds), peas (e.g. wasabi peas), fruit and nut mixes or trail mixes are included here. Note that nuts used for cooking/baking are to be excluded. Bulk/unpackaged nuts are also excluded, and are tracked within the Fresh Foods system. The leading global brand is Planters (Kraft Heinz Co)."
Snacks,2023,    Salty Snacks,2,"This is the aggregation of potato chips, tortilla chips, puffed snacks, rice snacks and vegetable, pulse and bread chips."
Snacks,2023,      Potato Chips,3,"Fried, sliced chips/crisps made from potatoes excluding sweet potatoes. Includes flavoured and unflavoured products, which may be standard chips/crisps, thick-cut, crinkle-cut, etc. Note dried slices of fruit chips/crisps are excluded and classed under either vegetable, pulse and bread chips or dried fruit. Note Pringles (Blue Diamond) is included here and not in puffed snacks. Other main global brands are Lay’s, Ruffles and Walkers, all from PepsiCo Inc."
Snacks,2023,      Tortilla Chips,3,"A savoury snack, originating in Mexico, made of corn masa, rolled flat (like cookie dough) and/or extruded as long ribbons and/or cut to length and/or cut into a shape, etc. These products may be baked or fried, though typically they are fried in oil. They traditionally have a triangular shape. Leading global brands are from PepsiCo Inc, with Doritos, Tostitos and Fritos."
Snacks,2023,      Puffed Snacks,3,"Processed/reconstituted/shaped potato or cereal (eg wheat, maize) based snacks, which can be flavoured (eg cheese, prawn) or unflavoured. Rice cracker and rice cake puffed snacks, with origins in Asia, are excluded and are under rice snacks. Semi-prepared/unfried extruded snacks from Asia (kerupok, also known as crackers) should also be included here. Excludes tortilla chips, corn chips and rice crackers as defined below. Leading global brands include Cheetos (PepsiCo Inc)."
Snacks,2023,      Rice Snacks,3,"Rice cracker snacks, with origins in Asia, such as Want Want, etc. Rice cakes such as Snack a Jacks are also included here."
Snacks,2023,"      Vegetable, Pulse and Bread Chips",3,"Fried, sliced chips/crisps made from sweet potatoes or other vegetables (e.g. carrot chips). Includes flavoured and unflavoured products, which may be standard chips/crisps, thick-cut, crinkle-cut, etc. Pita and bagel chips are also included here. Croutons and other such toasted bread products that are packaged and consumed as a salty snack should be tracked here. In order for croutons to be part of this category, they need to be marketed and positioned as snack product, placed on the snack aisle of the supermarkets competing with salty snacks. Note that croutons, toasted bread and bread snacks added to soup and salads are considered substitutes for bread, excluded and tracked in savoury biscuits. Note: Weetabix products are wheat cereal products (to go into breakfast cereals). Snack-a-Jacks, Rispino (Mars) type of snacks should also be excluded. These are rice-based puffed snacks and such products fall under rice snacks."
Snacks,2023,    Savoury Biscuits,2,"Non-sweet biscuits and crackers often consumed with cheese and other savoury foods. Also includes cream crackers, apéritif or small size savoury biscuits and savoury biscuits with cream filling. Dry savoury biscuits used as bread substitutes are included here, e.g. crisp breads, stick breads, etc. This also includes toasted bread (eg biscottes) and tostados. Note: Also includes savoury biscuits packaged alongside a savoury spread (ie, processed cheese). Examples include Handy Snacks. Leading global brands include Ritz (Kraft Foods), Nabisco (Kraft Foods), Keebler (Kellogg Co), Cheez-It (Kellogg), Triscuit (Kraft), Wheat Thins (Kraft), TUC (Kraft), Lance (Lance Inc), Bimbo (Bimbo Grupo), Ryvita (Associated British Foods)."
Snacks,2023,    Popcorn,2,"Maize/corn seeds which have burst after being heated. Includes both packaged ready-to-eat popcorn (plain, salted or sugarised) or packaged popcorn products that need further preparation/heating at home (eg microwave popcorn). Includes both savoury and sweet flavours. Sales of popcorn (usually displayed loose then later packed) from retail concessions such as cinema counters are also excluded from retail coverage. Leading global brands include Orville Redenbacher’s (ConAgra), Pop Secret (General Mills), Act II (ConAgra)."
Snacks,2023,    Pretzels,2,"A glazed, brittle biscuit that is salted on the outside and usually baked in the form of a loose knot or a stick. Pretzels coated with chocolate are excluded here and tracked in chocolate confectionery in chocolate pouches and bags. Leading global brands include Rold Gold (PepsiCo Inc), Snyder's of Hanover (Snyder's of Hanover)."
Snacks,2023,    Meat Snacks,2,"Ambient meat products clearly positioned / marketed as a snacking product (as opposed to a meal component). This means the format lends itself to snacking, typically does not require cutting slices, spreading on bread etc. These products are typically presented in bite size or other chewing formats such as mini dry sausages, strips or sticks.
Examples include dried meat jerkies and biltong, pork crackling / scratchings, chicken feet, ‘petits bâtons’, puffed pork fat, etc.
Snacking products that are clearly positioned as plant-based alternatives to meat snacks are also included here.
"
Snacks,2023,    Seafood Snacks,2,"Ambient fish and seafood products clearly positioned / marketed as a snacking product (as opposed to a meal component). This means the format lends itself to snacking, typically does not require cutting slices, spreading on bread etc. These products are typically presented in bite size or other chewing formats such as strips or sticks).
Fish snacks are traditionally important in Asia Pacific and Eastern Europe.
"
Snacks,2023,    Other Savoury Snacks,2,"Any snack products not included in the previous definitions fall under this heading. Examples of such products included are seaweed snacks, fish snacks, pork scratchings, non-dairy based cup jellies (both chilled and ambient). Snack noodles are also included. Ready-to-eat dried noodles intended to be eaten as a snack are different from plain, instant, chilled and frozen noodles insofar as they do not need to be prepared or cooked prior to consumption. Note: Weetabix products are wheat cereal products (to go into breakfast cereals). Snack-a-Jacks, Rispino (Mars) type of snacks should also be excluded. These are rice-based extruded snacks and such products fall under rice snacks. Leading brands of snack noodles include LaChoy (ConAgra Foods), Baby Star (Oyatsu Food Corp), Master Kong (Ting Hsin International Group), Science Noodles (Uni-President Enterprises Corp), Mamee (Mamee-Double Decker (M) Bhd), Mie Gemez (Siantar Top Tbk Pt)."
Snacks,2023,"  Sweet Biscuits, Snack Bars and Fruit Snacks",1,This is the aggregation of biscuits and snack bars.
Snacks,2023,    Fruit Snacks,2,This is the aggregation of dried fruit and processed fruit snacks.
Snacks,2023,      Dried Fruit,3,"Pre-packaged dried or preserved fruit, usually in a pouch or cardboard box/carton. This includes fruits such as grapes, plums, pears, apricots, cherries, berries, dates, cranberries, etc. Products which are coated are not included here but in processed fruit snacks. Deep fried fruit slices such as banana chips, plantain chips (popular in Latin America) and dried slices of fruit chips/crisps and the like are also included. Note that the products must be made from genuine fruits and not from artificial pastes and/or flavours. Dried fruits used for baking are excluded. Product/brands tend to be very localised for each region/country. The leading brand in North America is Sun-Maid (Sun Maid Growers) while in Latin America, generic products are the most important. In Asia, the leading brand is China-produced Kang Hui (Guangdong Kang Hui Group) and in Western Europe, it is Sundora Fruits (Sundora Foods)."
Snacks,2023,      Processed Fruit Snacks,3,"These fruit snacks include fruit flakes, fruit rippers, fruit roll-ups, fruit winders, fruit sticks and fruit strings, which contain fruit as their main ingredient and in most cases, do not contain added sugar. Products which are coated, for example with yoghurt, are included. However, products coated with chocolate (example chocolate coated raisins) fall under chocolate confectionery. Fruit drops are excluded and are included in boiled sweets. Leading global brands include Uncle Toby’s (Goodman Fielder Ltd), IXL JM (Smucker Co), Fruit Roll Ups (General Mills Inc), Fruit Gushers (General Mills), Kellogg’s Fruit Twistables (Kellogg Co), Fruit by the Foot (General Mills), Real Fruit Winders (Kellogg Co)."
Snacks,2023,    Snack Bars,2,"This is the aggregation of granola/muesli bars, breakfast bars, energy and nutrition bars, fruit bars and other snack bars."
Snacks,2023,      Cereal Bars,3,"Cereal bars include breakfast bars and granola bars. Breakfast bars are marketed as a breakfast replacement or substitute. They can be cereal based, filled with fruit and fortified with vitamins and even with dried/powder milk in some cases. In grocery stores, breakfast bars are usually found beside breakfast cereals and muesli, but can also be found together with other forms of snacks (e.g. chocolate countlines and/or biscuits). Brunch bars and muesli bars (i.e. derived from breakfast cereals) are also included here. Products that are co-branded with a breakfast cereal brand (i.e., Kellogg’s Special K) should also be tracked here. Granola bars are made of cereal grains (most commonly oats, but are other grains such as wheat or corn can also be used), compacted together with fruits or nuts into a bar shape. Other ingredients such as peanut butter, marshmallows, honey, molasses, corn syrup etc could also be part of the mixture. Note: Nutritionally fortified slimming bars are excluded here and classed under meal replacement products. Leading global brands include Kellogg’s Nutri-Grain (Kellogg Co), Kellogg’s Special K (Kellogg Co), Nature Valley (General Mills Inc), Corny (Hero Group GmbH), Sunbelt (McKee Foods Corp), Kudos (Mars Inc), Fiber One (General Mills Inc), Quaker Chewy (PepsiCo), Bimbo (Grupo Bimbo SAB de CV), Alpen (Bright Food (Group) Co Ltd), Brunch Bar (Mondelez International Inc), Balance Up (Asahi Group Holdings Ltd)."
